time,pm_1,pm_25,pm_10,pm_4
2024-06-17 17:15:07,1.0,1.99,2.97,1.0
2024-06-17 17:15:09,1.0,2.02,3.01,1.0
2024-06-17 17:15:11,1.0,2.07,3.06,1.0
2024-06-17 17:15:14,1.0,2.25,3.26,1.0
2024-06-17 17:15:16,1.0,2.27,3.29,1.0
2024-06-17 17:15:19,1.0,2.09,3.15,1.01
2024-06-17 17:15:21,1.0,2.02,3.07,1.0
2024-06-17 17:15:23,1.0,2.31,3.33,1.0
2024-06-17 17:15:26,1.0,2.02,3.0,1.0
2024-06-17 17:15:28,1.0,2.25,3.2,1.0
2024-06-17 17:15:31,1.0,2.32,3.2,1.0
2024-06-17 17:15:33,1.0,1.95,3.28,1.0
2024-06-17 17:15:35,1.0,2.24,3.05,1.0
2024-06-17 17:15:38,1.0,2.05,2.83,1.0
2024-06-17 17:15:40,1.0,1.97,2.73,1.0
2024-06-17 17:15:43,1.0,2.1,2.89,1.0
2024-06-17 17:15:45,1.0,2.13,2.92,1.0
2024-06-17 17:15:47,1.0,2.16,2.95,1.0
2024-06-17 17:15:50,1.0,2.11,2.9,1.0
2024-06-17 17:15:52,1.0,2.17,2.96,1.0
2024-06-17 17:15:55,1.0,2.07,2.92,1.0
2024-06-17 17:15:57,1.0,2.17,3.04,1.0
2024-06-17 17:15:59,1.0,1.88,3.27,1.0
2024-06-17 17:16:02,1.0,2.48,3.03,1.0
2024-06-17 17:16:04,1.04,2.27,3.43,1.1
2024-06-17 17:16:07,1.48,2.76,3.91,1.57
2024-06-17 17:16:09,1.69,2.91,4.28,1.79
2024-06-17 17:16:11,2.01,3.41,4.13,2.12
2024-06-17 17:16:14,2.13,3.37,4.73,2.25
2024-06-17 17:16:16,8.42,10.14,10.96,8.9
2024-06-17 17:16:19,15.67,18.03,18.87,16.57
2024-06-17 17:16:21,26.93,29.59,30.88,28.47
2024-06-17 17:16:23,17.2,19.65,20.68,18.19
2024-06-17 17:16:26,7.59,9.07,10.47,8.02
2024-06-17 17:16:28,4.28,5.87,6.6,4.52
2024-06-17 17:16:31,2.91,4.53,5.25,3.07
2024-06-17 17:16:33,2.48,3.67,4.92,2.62
2024-06-17 17:16:35,2.19,3.32,4.75,2.31
2024-06-17 17:16:38,2.05,3.26,4.53,2.17
2024-06-17 17:16:40,1.91,3.18,4.3,2.02
2024-06-17 17:16:42,1.71,3.05,3.94,1.81
2024-06-17 17:16:45,1.58,3.03,3.78,1.67
2024-06-17 17:16:47,1.41,2.7,3.77,1.49
